epoch,accuracy,loss,lr,precision,recall,top_3_accuracy,val_accuracy,val_loss,val_precision,val_recall,val_top_3_accuracy
0,0.16911764442920685,2.345442771911621,1e-04,0.1911357343196869,0.039027150720357895,0.5050904750823975,0.2216358780860901,1.8700695037841797,0.31081080436706543,0.06068601459264755,0.649076521396637
1,0.1866515874862671,2.2880959510803223,1e-04,0.21590909361839294,0.0429864265024662,0.5209276080131531,0.2242744117975235,2.0406243801116943,0.22772277891635895,0.06068601459264755,0.5883905291557312
2,0.1968325823545456,2.3019068241119385,1e-04,0.21002386510372162,0.04977375641465187,0.5463801026344299,0.2559366822242737,2.1871519088745117,0.2565789520740509,0.1029023751616478,0.5646438002586365
3,0.20135746896266937,2.223989725112915,1e-04,0.2610837519168854,0.059954751282930374,0.5339366793632507,0.1899736076593399,2.3989956378936768,0.2163742631673813,0.09762533009052277,0.5145118832588196
4,0.18552036583423615,2.233936071395874,1e-04,0.22631579637527466,0.048642534762620926,0.5316742062568665,0.18205805122852325,2.5209543704986572,0.22674418985843658,0.1029023751616478,0.5013192892074585
5,0.19513574242591858,2.2729544639587402,1e-04,0.24678663909435272,0.05429864302277565,0.5260180830955505,0.16094987094402313,2.840623140335083,0.14432989060878754,0.07387863099575043,0.4986807405948639
6,0.20814479887485504,2.18076753616333,5e-05,0.22928176820278168,0.04694570228457451,0.5486425161361694,0.1372031718492508,3.1561360359191895,0.15887850522994995,0.08970976620912552,0.448548823595047
7,0.2007918506860733,2.2123284339904785,5e-05,0.23723722994327545,0.04468325898051262,0.5305429697036743,0.12401055544614792,3.3764326572418213,0.1097046434879303,0.0686015859246254,0.40105539560317993
8,0.19343891739845276,2.1668128967285156,5e-05,0.23192770779132843,0.043552037328481674,0.5559954643249512,0.14248020946979523,3.5546233654022217,0.12449799478054047,0.08179419487714767,0.4142480194568634
9,0.19117647409439087,2.2348740100860596,5e-05,0.2281690090894699,0.045814480632543564,0.5350678563117981,0.1530342996120453,3.796241521835327,0.13432836532592773,0.09498680382966995,0.45646438002586365
10,0.20361991226673126,2.174821615219116,5e-05,0.22712934017181396,0.04072398319840431,0.5424208045005798,0.14248020946979523,4.12207555770874,0.13805970549583435,0.09762533009052277,0.45382586121559143
