epoch,accuracy,loss,lr,precision,recall,top_3_accuracy,val_accuracy,val_loss,val_precision,val_recall,val_top_3_accuracy
0,0.17533937096595764,2.2870681285858154,0.001,0.19587628543376923,0.0429864265024662,0.5124434232711792,0.1899736076593399,2.61855149269104,0.22764228284358978,0.14775726199150085,0.5646438002586365
1,0.18891403079032898,2.1412179470062256,0.001,0.19607843458652496,0.03393665328621864,0.5475113391876221,0.16358838975429535,3.769517660140991,0.16011236608028412,0.15039578080177307,0.5514512062072754
2,0.20361991226673126,2.0269315242767334,0.001,0.25691699981689453,0.036764707416296005,0.584276020526886,0.15831135213375092,3.8760828971862793,0.16526611149311066,0.1556728184223175,0.5620052814483643
3,0.21266968548297882,1.9588481187820435,0.001,0.2864583432674408,0.031108597293496132,0.5933257937431335,0.16622690856456757,2.9463212490081787,0.1858736127614975,0.13192611932754517,0.5039578080177307
4,0.19966062903404236,1.9343116283416748,0.001,0.20512820780277252,0.018099548295140266,0.5972850918769836,0.18205805122852325,2.831608772277832,0.1696750968694687,0.12401055544614792,0.5540897250175476
5,0.2256787270307541,1.8776164054870605,0.001,0.3582887649536133,0.03789592906832695,0.6300904750823975,0.20052769780158997,2.97857403755188,0.15458936989307404,0.08443272113800049,0.5145118832588196
6,0.22002261877059937,1.9077889919281006,0.0005,0.2797619104385376,0.026583710685372353,0.5972850918769836,0.19525066018104553,2.7662453651428223,0.22529643774032593,0.15039578080177307,0.4511873424053192
7,0.20984162390232086,1.9021884202957153,0.0005,0.3311688303947449,0.028846153989434242,0.5921945571899414,0.16886544227600098,2.654456853866577,0.1702127605676651,0.10554089397192001,0.5778363943099976
8,0.23416289687156677,1.8788771629333496,0.0005,0.2631579041481018,0.022624434903264046,0.601244330406189,0.17678099870681763,2.601818561553955,0.16756756603717804,0.08179419487714767,0.5145118832588196
9,0.22680994868278503,1.8666642904281616,0.0005,0.2916666567325592,0.02375565655529499,0.6046379804611206,0.1741424798965454,2.6946845054626465,0.16203702986240387,0.09234828501939774,0.5092348456382751
10,0.20871040225028992,1.8715803623199463,0.0005,0.2957746386528015,0.02375565655529499,0.5916289687156677,0.16886544227600098,2.693643093109131,0.18382352590560913,0.13192611932754517,0.546174168586731
11,0.20871040225028992,1.8486801385879517,0.0005,0.2985074520111084,0.022624434903264046,0.6142534017562866,0.15831135213375092,3.673053741455078,0.15915119647979736,0.15831135213375092,0.5963060855865479
12,0.2109728455543518,1.8516778945922852,0.0005,0.36231884360313416,0.02828054316341877,0.5933257937431335,0.16886544227600098,2.5879335403442383,0.17123287916183472,0.13192611932754517,0.5435356497764587
13,0.25,1.8423242568969727,0.0005,0.2720588147640228,0.02092760242521763,0.608031690120697,0.16622690856456757,2.977964162826538,0.16811594367027283,0.1530342996120453,0.5488126873970032
14,0.22624434530735016,1.815834879875183,0.0005,0.28358209133148193,0.0214932132512331,0.610859751701355,0.15831135213375092,3.517235517501831,0.15890410542488098,0.1530342996120453,0.5408970713615417
15,0.24095022678375244,1.7946898937225342,0.0005,0.2926829159259796,0.020361991599202156,0.6266968250274658,0.16886544227600098,3.281233310699463,0.17784257233142853,0.16094987094402313,0.47229552268981934
16,0.22058823704719543,1.8561831712722778,0.0005,0.2822580635547638,0.019796380773186684,0.5910633206367493,0.20316623151302338,2.64762806892395,0.1919642835855484,0.11345646530389786,0.546174168586731
17,0.22680994868278503,1.81025230884552,0.0005,0.342342346906662,0.0214932132512331,0.6153846383094788,0.15831135213375092,3.729748249053955,0.15730337798595428,0.14775726199150085,0.5672823190689087
18,0.2149321287870407,1.8159420490264893,0.00025,0.29914531111717224,0.019796380773186684,0.6255655884742737,0.1741424798965454,3.1564159393310547,0.17391304671764374,0.14775726199150085,0.5646438002586365
19,0.2273755669593811,1.8096199035644531,0.00025,0.31147539615631104,0.0214932132512331,0.6210407018661499,0.1741424798965454,3.096273183822632,0.17350158095359802,0.14511872828006744,0.5435356497764587
20,0.2171945720911026,1.7891883850097656,0.00025,0.3057851195335388,0.02092760242521763,0.6182126402854919,0.18205805122852325,2.7918102741241455,0.1666666716337204,0.11081793904304504,0.5277044773101807
21,0.22228506207466125,1.7901201248168945,0.00025,0.3385826647281647,0.024321267381310463,0.6148189902305603,0.17941953241825104,2.7110652923583984,0.1618257313966751,0.1029023751616478,0.519788920879364
22,0.23303167521953583,1.7938461303710938,0.00025,0.2982456088066101,0.01923076994717121,0.6193438768386841,0.1715039610862732,2.6940526962280273,0.14942528307437897,0.1029023751616478,0.5277044773101807
