epoch,accuracy,loss,lr,precision,recall,top_3_accuracy,val_accuracy,val_loss,val_precision,val_recall,val_top_3_accuracy
0,0.16289593279361725,2.36112904548645,1e-04,0.17897726595401764,0.03563348576426506,0.4858597218990326,0.1741424798965454,2.033067226409912,0.22727273404598236,0.06596305966377258,0.5672823190689087
1,0.18552036583423615,2.2904677391052246,1e-04,0.2594752311706543,0.05033936724066734,0.4875565469264984,0.17941953241825104,2.158151865005493,0.1818181872367859,0.05277044698596001,0.5540897250175476
2,0.1866515874862671,2.317150592803955,1e-04,0.20661157369613647,0.04242081567645073,0.5124434232711792,0.1715039610862732,2.437241792678833,0.18644067645072937,0.0870712399482727,0.5382585525512695
3,0.1702488660812378,2.3361010551452637,1e-04,0.17014925181865692,0.032239820808172226,0.4915158450603485,0.20052769780158997,2.6501572132110596,0.2222222238779068,0.13192611932754517,0.5488126873970032
4,0.17081448435783386,2.3135387897491455,1e-04,0.18541033565998077,0.034502264112234116,0.5050904750823975,0.19788917899131775,2.830106496810913,0.2194092869758606,0.1372031718492508,0.5567282438278198
5,0.1538461595773697,2.3167171478271484,1e-04,0.19933554530143738,0.03393665328621864,0.49717193841934204,0.240105539560318,2.755002737045288,0.2409638613462448,0.15831135213375092,0.5857519507408142
6,0.18495474755764008,2.210681438446045,5e-05,0.1882352977991104,0.03619909659028053,0.5401583909988403,0.23482850193977356,2.8555409908294678,0.27715355157852173,0.19525066018104553,0.6042216420173645
7,0.1679864227771759,2.212130308151245,5e-05,0.2195121943950653,0.04072398319840431,0.5220588445663452,0.24538259208202362,2.8537380695343018,0.27173912525177,0.19788917899131775,0.5989446043968201
8,0.18778280913829803,2.1823043823242188,5e-05,0.23344947397708893,0.03789592906832695,0.5214931964874268,0.19261214137077332,3.099623918533325,0.21739129722118378,0.1715039610862732,0.5857519507408142
9,0.17477375268936157,2.2570948600769043,5e-05,0.18709677457809448,0.0328054316341877,0.5113122463226318,0.21372032165527344,3.293405532836914,0.21403509378433228,0.16094987094402313,0.5277044773101807
10,0.17590497434139252,2.167419195175171,5e-05,0.251655638217926,0.0429864265024662,0.5096153616905212,0.20052769780158997,3.853426694869995,0.1955128163099289,0.16094987094402313,0.5277044773101807
