epoch,accuracy,loss,lr,top3_acc,val_accuracy,val_loss,val_top3_acc
0,0.9829396605491638,0.06670039147138596,1e-04,0.9989501237869263,0.8237454295158386,0.6794661283493042,0.9632803201675415
1,0.9855642914772034,0.051373716443777084,1e-04,0.999737560749054,0.8384332656860352,0.5983688831329346,0.9632803201675415
